"";"name";"brewery";"beer_link";"alc";"exctract";"type";"desc";"price"
"77";"Bestbir Wiœniowy- But. 0,5l";"Staropolski";"https://ipiwo.pl/produkt/bestbir-wisniowy-but-05l/";"4.7";NA;"Owocowe, Lager";"Wyœmienity lager, ale o smaku soczystych wiœni warzony tradycyjn¹ metod¹ otwartej fermentacji. Idealny dla ludzi z poczuciem humoru.";5,89
"78";"BGH Imperial Baltic Porter BA 0,33l";"Nowoœci w Butelce";"https://ipiwo.pl/produkt/bgh-imperial-baltic-porter-ba-033l/";"9.5";"22.3";"Porter";"Imperialny Porter Ba³tycki skomponowany z polskich odmian chmielu, le¿akowany w beczkach po irlandzkiej whiskey. Nuty ciasteczkowo-biszkoptowe, a tak¿e ziarna kakao. Smak czekoladowy z finiszem palonej kawy.
Piwo zajê³o II miejsce w konkursie Piw Rzemieœlniczych Kraft Roku 2021.";24,99
"79";"Birbant 7 Bridges 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-7-bridges-05l-puszka/";"8.1";"21";"IPA";"Do wspólnego warzenia zaprosiliœmy Browar Stu Mostów. Wysz³o z tego niezwykle aromatyczne Pacific Triple DDH IPA o nazwie 7 Bridges. Sk¹d przydawka “pacyficzny”? A st¹d, ¿e do chmielenia na aromat u¿yliœmy nowozelandzkiego chmielu Nelson Savion. A tak¿e amerykañskiego – Citra, oraz australijskich – Via Secret, Galaxy i Eclipse.";16,69
"80";"Birbant 7 Dreams 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-7-dreams-05l-puszka/";"7.4";"19";"IPA";"7 Dreams jest pi¹tym piwem z serii COOLAB7 przygotowanym we wspó³pracy z PINTA. Piwo w stylu Australian Double Hazy IPA to intensywny smak owoców tropikalnych zamkniêty w puszce. W œrodku znajdziesz aromat cytrusów, ananasa i kokosa. Piwo jest orzeŸwiaj¹ce, delikatnie s³odkie, a na koñcu z wyczuwaln¹ goryczk¹, która wyzwoli twoje zmys³y.";14,49
"81";"Birbant 7 Heaven – 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-7-heaven-05l-puszka/";"6.0";"16.5";"IPA";"COOLAB7 vol. 3. Zaprosiliœmy naszych przyjació³ z Maltgarden, a nastêpnie d³ugo zastanawialiœmy siê jakie piwo uwarzyæ. Okaza³o siê ¿e wszyscy jaramy siê dobr¹ kawa. W ten sposób powsta³a: 7 Heaven Coffee Hazy IPA, Chmiel Citra i Strata. Kawa Etiopia Aricha wypalona specjalnie do tego piwa przez KYOTO Coffee Roasters.";13,49
"82";"Birbant 7:24 330 ml puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-724-033l-puszka/";"10.5";"24";"Stout";"Tym razem spotkaliœmy siê z jednym z mistrzów piw mocnych Krzysztofem “Josefikiem” Juszczakiem. Uwarzyliœmy imperialny stout, do którego dodaliœmy kilka ciekawych dodatków tj. kawê, kardamon, melasê karobow¹ i syrop klonowy. Dlatego jest to idealne piwo deserowe na d³ugie zimowe wieczory. Oficjalnym kolaborantem jest nowy projekt ACID JOE";17,99
"83";"Birbant 777 — 500 ml puszka";"AleBrowar";"https://ipiwo.pl/produkt/birbant-777-05l-puszka/";"8.7";"21";"IPA";"Triple Hazy feat AleBrowar to drugie piwo z serii COOLAB7. Tym razem odwiedzi³ nas AleBrowar. Na warsztat wziêliœmy potrójne IPA, w którym pierwsze skrzypce bêdzie gra³ chmiel Strata, a tak¿e El Dorado!";32,39
"84";"Birbant APA Klasyczna- But. 0,5l";"Birbant";"https://ipiwo.pl/produkt/birbant-apa-klasyczna-but-05l/";"5.1";"12";"APA";"Jest to taki nasz piwny youngtimer, solidnie nachmielenie, klarowne i aromatyczne ale, jakie warzy³o siê ³adnych parê lat temu. Rozszerzenie naszej serii Birbant Klasyczny.";7,98
"85";"Birbant Hero bezalkoholowe 0,5l";"Bezalkoholowe";"https://ipiwo.pl/produkt/birbant-hero-bezalkoholowe-05l/";"0.5";NA;"Bezalkoholowe, IPA";"Pamiêtajcie, ka¿dy bohater powinien byæ trzeŸwy! HERO% Bezalkoholowe IPA. Chmielone odmianami: Sabro, Citra, a tak¿e Cascade.";6,19
"86";"Birbant It’s Even More Peaty 0,33l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-its-even-more-peaty-033l-puszka/";"10.9";"30";"Stout";"Piwo kooperacyjne z Browarem FUNKY FLUID – IMPERIAL STOUT, PEATED IMPERIAL STOUT. Du¿o, bardzo du¿o torfu od s³odów wêdzonych torfem, ale i spora s³odycz dziêki 30 stopniom Blg";32,39
"87";"Birbant Kiribati – 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-kiribati-05l-puszka/";"6.7";"16.5";"IPA";"Interpacyficzne Juicy IPA. Pomys³ mieliœmy taki, ¿eby w jednej puszcze po³¹czyæ chmiel z basenu oceanu spokojnego. Mamy wiêc: Vic Secret, Azacca, Galaxy, Nelson Sauvin. Wysz³o z tego bardzo soczyste, owocowe i aromatyczny po³¹czenie.";13,49
"88";"Birbant Kiss the Beast 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-kiss-the-beast-05l-puszka/";"8.5";"19.1";"IPA";"Dooko³a same New England i DDH, piwa bez zbêdnej goryczki. Mówimy temu pas i uderzamy Kiss The Beast, bo IPA ma byæ GORZKA!";13,49
"89";"Birbant Limbo – 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-limbo-05l-puszka/";"7.8";"19";"IPA";"W naszej, dobrze znanej serii robali, tym razem postawiliœmy na mocno owocowego Talusa, ale i ¿ywicznego Mosaica. Wysz³o piêknie.";14,49
"90";"Birbant Mango Weizen 0,5l";"Birbant";"https://ipiwo.pl/produkt/birbant-mango-weizen-05l/";"5.2";"12";"Pszeniczne";"Klasyczny Weizen, który wywodzi siê z bawarskiej tradycji piwowarskiej. Szeroko znane piwo pszeniczne, które charakteryzuje siê aromatem bananów i goŸdzików. Ale wzbogacone o dodatek owocu mango.";6,19
"91";"Birbant Oblivion 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-oblivion-05l-puszka/";"7.9";"19";"IPA";"Double Juicy India Pale Ale. Obficie chmielone IPA w stylu hazy. Chmielenie: Sabro, El Dorado, Azacca, Idaho 7";14,99
"92";"Birbant Pianka – 500 ml puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-pianka-05l-puszka/";"5.2";"14";"IPA";"Du¿o aromatu, konsystencja nowofalowej IPA, a tak¿e zbalansowany smak. Polecamy!";14,49
"93";"Birbant Puka Puka – 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-puka-puka-05l-puszka/";"6.4";"19.1";"Pastry Sour";"Jest to Tropical Cake Pastry Sour uwarzony z dodatkiem ananasa, mango, nektaryny, marakui, ale i laktozy oraz chmielu SABRO.";14,49
"94";"Birbant Revolta 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-revolta-05l-puszka/";"8.3";"21";"IPA";"Triple Juicy India Pale Ale. Obficie chmielone IPA w stylu hazy. Chmiel wiod¹cy: Enigma.";16,69
"95";"Birbant Saga  Session IPA 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-saga-session-ipa-05l-puszka/";"5.7";"14";"DDH, IPA";"DDH Juicy Session IPA. Wyczuwalne aromaty: Cytrusy, kokos, ¿ywica. Dla fanów chmielu, nowofalowej IPA po³¹czonej z zupe³nie nie nowofalow¹ goryczk¹, uwarzyliœmy coœ lekkiego. Wiêc usi¹dŸ przyjacielu, opowiem Ci niez³¹ SAGÊ!";14,49
"96";"Birbant Scuby – IPA – 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-scuby-05l-puszka/";"8.5";"19";"West Coast IPA";"Jaœniutkie, klarowne, wytrawne i gorzkie jak w 2014. Do tego klasyczne odmiany chmielu i oto macie nasz¹ interpretacjê oldschoolowej WC IPA. Klasyczne, mocne uderzenie od Birbanta. Bardzo jasne i klarowne IPA, które dodatkowo ma bardzo zdecydowan¹ goryczkê i jest wytrawne. Aromat pochodz¹cy od chmielu Citra i Equanot.";13,49
"97";"Birbant Slush7 – 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-slushy-05l-puszka/";"4.7";"21";"Sour";"Kooperacyjne piwo SLUSH7. Tym razem kooperantem jest Funnky Fluid, piwo to owocowe smoothi. Smoothie Sour to napakowane owocami i warzywami ale, uwarzone specjalnie na gor¹ce, letnie dni. Gêste i teœciowie a jednoczeœnie orzeŸwiaj¹ce i lekkie. U¿yliœmy czarnej marchwi, banana, jagody, wiœni i pitaji!";15,99
"98";"Birbant Starfish 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-starfish-05l-puszka/";"7.2";"19.1";"IPA";"Nowa gwiazda, a w³aœciwie rozgwiazda na piwnym firmamencie. Przy tej okazji postanowiliœmy po³¹czyæ chmiele Sabro i Idaho 7, które da³y efektowny aromat cytrusów i kokosa. Wysz³o ekstra!";13,49
"99";"Birbant The Seventh Seal 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-the-seventh-seal-05l-puszka/";"6.7";"19";"Sour, IPA";"Drugi collab w tym roku, tym razem z Browar Piwne Podziemie. Szatañska mikstura kwaœno – chmielowa, ale i owocowa.";14,49
"100";"Birbant Tiamat 0,33l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-tiamat-033l-puszka/";"10.5";"24";"Stout";"Pogoda RISowa to lecimy! Kawa z KYOTO Coffee Roasters daje temu piwo mocnego kopa. Tiamat to potê¿ny stout. Zosta³ uwarzony z dodatkiem kawy Rwanda Rushashi od KYOTO Coffee Roasters, cascary, a tak¿e syropu klonowego.";16,99
"101";"Birbant Topaz – 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-topaz-05l-puszka/";"8.5";"19";"West Coast IPA";"Double West Coast. Nosi nazwê Topaz, a tak¿e w³aœnie australijski chmiel o tej nazwie odpowiedzialny jest za aromat tego piwa.";14,69
"102";"Birbant Toyboy 0,5l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-toyboy-05l-puszka/";"5.2";"14";"IPA";"Robot wje¿d¿a na grubo! Aromatyczny, treœciwy, goryczka wysz³a Birbantowa, czyli ca³kiem mocna, polecamy!";12,69
"103";"Birbant Wulver – 0,33l puszka";"Birbant";"https://ipiwo.pl/produkt/birbant-wulver-033l-puszka/";"10.5";"24";"Stout";"Czego mo¿ecie spodziewaæ siê po WULVERZE? Solidnej dawki torfu, a tak¿e wyraŸnego aromatu beczki i wysokiej pe³ni z wyraŸn¹ goryczk¹!";17,99
"104";"Birbant Yummy Session IPA 0,5l";"Birbant";"https://ipiwo.pl/produkt/birbant-yummy-session-ipa-05l-2/";"5.7";"14";"IPA";"Skoro tak ciep³o przyjêliœcie Diablo Verde to postanowiliœmy przygotowaæ l¿ejsz¹ i nieco zmodyfikowan¹ wersjê. Przedstawiamy Wam – Yummy session IPA. Uwarzone w oparciu o mieszankê nowego i niezwykle popularnego chmielu SABRO oraz jednego z najsmaczniejszych klasyków czyli CITRY. Bêdzie pysznie!";9,79
"105";"Boon Oude Gueuze VAT 92 0,375l";"Piwa trudno dostêpne";"https://ipiwo.pl/produkt/boon-oude-gueuze-vat-92-0375l-2/";"8.0";NA;"Belgijskie";"Uwarzone przez belgijski browar Boon. Ten Oude Geuze jest ulubieñcem naszego zespo³u degustatorów. Przyjemnie pe³ny, z³o¿ony oraz zawiera dymne, ale i pikantne nuty. Te wyj¹tkowe smaki pochodz¹ z dêbowej beczki, wczeœniej u¿ywanej do produkcji czerwonego wina we Francji w dolinie Rodanu. D¹b wyraŸnie zachwyca ogólnym smakiem i szczególnie pozytywnie wp³ywa na aromat tego Lambica.";44,99
"106";"Brokreacja All Beers Matter Belgian Blond Ale";"Brokreacja";"https://ipiwo.pl/produkt/brokreacja-all-beers-matter-belgian-blond-ale-05l/";"6.8";"16";"Belgijskie, Ale";"Jasne piwo, stworzone przez belgijskich piwowarów jako odpowiedŸ na jasnego lagera. Dominuj¹ w nim posmaki pochodz¹ce ze s³odu, w tym herbatniki, natomiast w zapachu pojawiaj¹ siê nuty kwiatowe i fenolowe. W tej ods³onie uwarzone w kooperacji z Andrzejem Krzy¿kiem, zwyciêzc¹ Krakowskiego KPD.";10,69
"107";"Brokreacja All Beers Matter Dubbel 0,5l";"Brokreacja";"https://ipiwo.pl/produkt/brokreacja-all-beers-matter-dubbel-05l/";"8.0";"18";"inne";"Bursztynowe piwo, nawi¹zuj¹ce do tradycji warzenia piwa przez belgijskich zakonników, zw³aszcza trapistów. WyraŸnie s³odowe, z zaznaczonymi nutami karmelu, tostów, niekiedy tak¿e ciemnych owoców i czekolady. Pojawiaj¹ siê tu posmaki brzoskwiñ i gruszek, a ca³oœæ finiszuje wytrawnoœci¹ i szlachetnym rozgrzewaniem.";10,69
"108";"Brokreacja Another One, Please! Fruit Hefeweizen";"Brokreacja";"https://ipiwo.pl/produkt/brokreacja-another-one-please-fruit-hefeweizen-05l/";"4.0";"10";"Pszeniczne";"Jeszcze jedno, poproszê! Light Hefeweizen z mango i brzoskwiniami. Lekkie, pijalne, delikatnie estrowo-fenolowe, ale i przyjemnie owocowe. Doskona³e w multitapie, idealne dla domowej degustacji. Dobre w upa³, jak i ch³odniejsze dni.";9,59
"109";"Brokreacja Ardeal 0,5l puszka";"Brokreacja";"https://ipiwo.pl/produkt/brokreacja-ardeal-05l-puszka/";"6.0";"15";"DDH, IPA";"W eksplorowaniu eksperymentalnych i ma³o znanych chmieli doszliœmy do dwóch odmian, których – strzelamy – wiêkszoœæ z Was nie mia³a okazji jeszcze testowaæ na w³asnym nosie i jêzyku. Z ich pomoc¹ przygotowaliœmy nasze najnowsze DDH Hazy IPA, oznaczone nazw¹ Ardeal. EXP#13459 – to eksperymentalny chmiel, który najbardziej zachwyci³ nas swoj¹ s³odycz¹ i efektem truskawkowego shake’a, który wnosi do piwa. Do tego potê¿na dawka ¿ó³tych owoców tropikalnych. Macinac – pojawiaj¹cy siê tu i ówdzie amerykañski nowofalowy chmiel, który wnosi orzeŸwiaj¹c¹ limonkê, sporo owoców egzotycznych (papaja, marakuja, mango, ananas), a tak¿e szczyptê przypraw. Puszkê ozdobiliœmy oczywiœcie kolejn¹ piêkn¹ etykiet¹ z serii #CallToCreate. Tym razem wybór pad³ na pracê Janka Marzewskiego i jegomoœcia, który zapewne jest wampirem. A jeœli wampir, to… Ardeal. Pañstwo sobie sprawdz¹ w sieci, co zacz.";14,49
"110";"Brokreacja Buried Alive – but. 0,33l";"Brokreacja";"https://ipiwo.pl/produkt/brokreacja-buried-alive-but-033l/";"11.0";"28";"Stout";"Jego godziny – policzone. Przykryty warstw¹ torfu nie mo¿e wydostaæ siê ze swojej czekoladowej krypty. Ktoœ obsypa³ go p³atkami drewna kasztanowego, by jeszcze trudniej by³o uwolniæ jego masywne cia³o. Jednak nie wo³a o pomoc. Powoli ³apie ostatnie tchnienie, czuj¹c w ustach smak ciasteczek.";22,99
